keyword,cluster_id,silhoutte_score,avg_cos_sim_to_centroid,cos_sim_to_centroid,centroid_ratio
shun,26,-0.14,0.56,0.53,0.94
shutdown,20,-0.14,0.55,0.66,0.97
shuttle,0,-0.11,0.56,0.57,0.99
sia,15,-0.18,0.43,0.59,0.87
siargao,24,-0.16,0.46,0.50,1.00
siberia,29,-0.12,0.59,0.66,0.86
sibling,5,-0.19,0.44,0.53,0.96
sic-fibers-market,10,-0.19,0.51,0.61,0.89
sick,32,-0.17,0.52,0.54,0.94
sickness,20,-0.14,0.55,0.59,0.86
side,9,-0.15,0.55,0.64,0.93
sideline,34,-0.17,0.50,0.53,0.92
signal-to-noise,4,-0.17,0.43,0.51,0.89
signature,18,-0.20,0.45,0.50,0.93
significant,28,-0.19,0.48,0.58,0.94
significant-contributor,23,-0.16,0.52,0.69,0.81
significant-deterioration,28,-0.19,0.48,0.54,0.96
significant-effect,28,-0.19,0.48,0.54,0.90
significant-emissions,37,-0.11,0.58,0.59,0.95
significant-enabler,23,-0.16,0.52,0.63,1.00
significant-growth,10,-0.19,0.51,0.54,1.00
significantly,28,-0.19,0.48,0.54,0.98
significant-market,23,-0.16,0.52,0.50,0.96
significant-milestone,23,-0.16,0.52,0.66,0.82
significant-moment,23,-0.16,0.52,0.67,0.79
significant-move,23,-0.16,0.52,0.52,0.95
significant-outbreak,20,-0.14,0.55,0.56,0.97
significant-period,39,-0.17,0.41,0.57,0.92
significant-presence,23,-0.16,0.52,0.54,0.91
significant-reduction,28,-0.19,0.48,0.57,0.92
significant-role,23,-0.16,0.52,0.60,0.87
significant-slowdown,6,-0.14,0.54,0.61,0.96
significant-step,23,-0.16,0.52,0.65,0.83
silica,12,-0.15,0.52,0.58,0.88
silicone,12,-0.15,0.52,0.68,0.83
silver-bullet,23,-0.16,0.52,0.52,0.91
silver-lining,23,-0.16,0.52,0.57,0.94
simorgh,0,-0.11,0.56,0.51,0.96
simplicity,19,-0.17,0.51,0.55,0.94
simplification,19,-0.17,0.51,0.57,0.95
simplified,21,-0.18,0.50,0.58,0.90
simplify,26,-0.14,0.56,0.54,0.98
simply,9,-0.15,0.55,0.62,0.90
simulation,4,-0.17,0.43,0.62,0.96
simulation-software-market,10,-0.19,0.51,0.63,0.81
simulation-technology,4,-0.17,0.43,0.61,0.94
simulator,0,-0.11,0.56,0.63,0.92
simulators,0,-0.11,0.56,0.61,0.96
sinai,38,-0.14,0.48,0.58,0.96
sing,34,-0.17,0.50,0.57,0.93
singaporean,30,-0.13,0.56,0.56,0.96
single,34,-0.17,0.50,0.51,0.96
single-aircraft,0,-0.11,0.56,0.60,0.91
single-aisle-aircraft,36,-0.10,0.57,0.55,0.97
single-controller,4,-0.17,0.43,0.55,0.92
single-flight,17,-0.17,0.48,0.54,0.97
single-frequency,4,-0.17,0.43,0.52,0.92
single-pilot,0,-0.11,0.56,0.70,0.85
single-use-plastic,37,-0.11,0.58,0.60,0.84
singpost,15,-0.18,0.43,0.55,0.91
sink,26,-0.14,0.56,0.51,0.99
sioux,38,-0.14,0.48,0.53,0.85
sister,9,-0.15,0.55,0.61,0.97
sister-airline,36,-0.10,0.57,0.67,0.82
sister-carrier,36,-0.10,0.57,0.59,0.85
site,18,-0.20,0.45,0.59,0.96
sitting,16,-0.21,0.42,0.58,0.95
situation,20,-0.14,0.55,0.54,0.97
skardu,38,-0.14,0.48,0.57,1.00
skeleton,12,-0.15,0.52,0.60,0.86
skeptical,32,-0.17,0.52,0.67,0.86
skill,19,-0.17,0.51,0.51,0.92
skilled-manpower,19,-0.17,0.51,0.52,1.00
skilling,19,-0.17,0.51,0.56,0.90
skin,12,-0.15,0.52,0.68,0.99
skip,26,-0.14,0.56,0.54,0.90
skull,12,-0.15,0.52,0.61,0.89
sky,29,-0.12,0.59,0.56,0.98
skycity,15,-0.18,0.43,0.50,0.96
sky-harbor,38,-0.14,0.48,0.54,0.98
skyports,0,-0.11,0.56,0.56,0.98
skyrocket,28,-0.19,0.48,0.54,0.91
skyteam,36,-0.10,0.57,0.62,0.88
skyway,38,-0.14,0.48,0.64,0.84
skywest,36,-0.10,0.57,0.65,0.88
slam,7,-0.19,0.45,0.50,0.92
slash,26,-0.14,0.56,0.51,0.97
sleep,9,-0.15,0.55,0.55,0.94
sleeper,12,-0.15,0.52,0.57,0.91
slit,12,-0.15,0.52,0.59,0.85
slope,12,-0.15,0.52,0.65,0.89
slot,34,-0.17,0.50,0.64,0.89
slovenian,30,-0.13,0.56,0.69,0.82
slow,28,-0.19,0.48,0.58,0.94
slow-down,6,-0.14,0.54,0.57,0.94
slowdown,6,-0.14,0.54,0.73,0.97
slower,28,-0.19,0.48,0.54,0.94
slower-recovery,6,-0.14,0.54,0.68,0.93
slower-than-expected-recovery,6,-0.14,0.54,0.52,0.96
slow-growth,6,-0.14,0.54,0.67,1.00
slowing,28,-0.19,0.48,0.56,0.97
slow-rebound,6,-0.14,0.54,0.55,0.97
slow-recovery,6,-0.14,0.54,0.75,0.87
sluggish,28,-0.19,0.48,0.61,0.91
sluggishness,6,-0.14,0.54,0.58,0.96
sluggish-recovery,6,-0.14,0.54,0.58,0.93
slump,6,-0.14,0.54,0.66,0.95
small-aircraft,0,-0.11,0.56,0.77,0.79
small-airline,36,-0.10,0.57,0.62,0.86
small-airplane,0,-0.11,0.56,0.56,0.92
small-boat,34,-0.17,0.50,0.56,0.96
smaller-aircraft,0,-0.11,0.56,0.66,0.96
smaller-jet,36,-0.10,0.57,0.53,0.99
smaller-plane,36,-0.10,0.57,0.57,0.99
small-island,24,-0.16,0.46,0.51,0.94
small-plane,0,-0.11,0.56,0.54,0.98
smart,19,-0.17,0.51,0.51,0.99
smart-airport,4,-0.17,0.43,0.51,0.92
smart-airports-market,10,-0.19,0.51,0.67,0.85
smart-building,4,-0.17,0.43,0.58,0.95
smart-city,19,-0.17,0.51,0.55,0.97
smart-cockpit,4,-0.17,0.43,0.51,0.95
smart-contract,18,-0.20,0.45,0.56,0.92
smart-glass,4,-0.17,0.43,0.56,0.95
smart-grid,35,-0.17,0.47,0.55,0.98
smart-home,4,-0.17,0.43,0.54,0.99
smart-management,4,-0.17,0.43,0.51,0.89
smart-material,4,-0.17,0.43,0.53,0.93
smartphone,18,-0.20,0.45,0.62,0.99
smart-technology,19,-0.17,0.51,0.66,0.91
smart-window,4,-0.17,0.43,0.54,0.95
smes,19,-0.17,0.51,0.56,0.93
smith,31,-0.17,0.48,0.69,0.83
smoke,29,-0.12,0.59,0.55,0.98
smoldering,16,-0.21,0.42,0.52,0.87
smooth,12,-0.15,0.52,0.50,0.96
smooth-operation,4,-0.17,0.43,0.53,0.94
sms,18,-0.20,0.45,0.61,0.87
smuggler,5,-0.19,0.44,0.54,0.93
snake,34,-0.17,0.50,0.58,0.96
snow,29,-0.12,0.59,0.67,0.91
snp,30,-0.13,0.56,0.53,0.93
so,9,-0.15,0.55,0.53,0.94
soar,28,-0.19,0.48,0.54,0.91
soaring,28,-0.19,0.48,0.51,0.93
sobering,32,-0.17,0.52,0.55,0.91
social,19,-0.17,0.51,0.60,0.88
social-unrest,20,-0.14,0.55,0.62,0.91
society,19,-0.17,0.51,0.55,0.90
socom,0,-0.11,0.56,0.54,0.97
soft,12,-0.15,0.52,0.57,0.94
soften,26,-0.14,0.56,0.58,0.98
softening,28,-0.19,0.48,0.66,0.89
software,18,-0.20,0.45,0.67,0.98
software-component,4,-0.17,0.43,0.57,0.94
software-defined,4,-0.17,0.43,0.62,0.91
software-defined-radio,4,-0.17,0.43,0.66,0.93
sohar,24,-0.16,0.46,0.61,0.95
soil,29,-0.12,0.59,0.59,0.99
solar,37,-0.11,0.58,0.68,0.85
solar-power,37,-0.11,0.58,0.76,0.75
solid-growth,6,-0.14,0.54,0.64,0.86
solidify,26,-0.14,0.56,0.59,0.84
solid-recovery,6,-0.14,0.54,0.70,0.82
solomons,38,-0.14,0.48,0.54,1.00
solution,19,-0.17,0.51,0.59,0.93
solutions,19,-0.17,0.51,0.73,0.85
solve,26,-0.14,0.56,0.67,0.84
somaliland,30,-0.13,0.56,0.69,0.95
somebody,9,-0.15,0.55,0.62,0.88
someone,9,-0.15,0.55,0.73,0.83
something,9,-0.15,0.55,0.57,0.89
sometimes,9,-0.15,0.55,0.53,0.96
somon-air,22,0.37,0.21,0.51,0.58
son,9,-0.15,0.55,0.71,0.88
song,9,-0.15,0.55,0.63,1.00
songkran,39,-0.17,0.41,0.54,0.99
sophisticated,21,-0.18,0.50,0.52,0.96
sorry,32,-0.17,0.52,0.55,0.89
sortie,0,-0.11,0.56,0.62,0.92
south,29,-0.12,0.59,0.76,0.78
south-african,30,-0.13,0.56,0.59,0.90
south-east,29,-0.12,0.59,0.63,0.97
southeast,29,-0.12,0.59,0.66,0.88
southeast-region,24,-0.16,0.46,0.55,0.88
southend,38,-0.14,0.48,0.60,0.90
southern,38,-0.14,0.48,0.60,0.93
southern-region,24,-0.16,0.46,0.67,0.78
south-pacific,24,-0.16,0.46,0.58,0.95
south-side,38,-0.14,0.48,0.59,0.95
south-west,29,-0.12,0.59,0.63,0.99
southwest,29,-0.12,0.59,0.68,0.89
southwest-flight,17,-0.17,0.48,0.52,0.96
southwest-pacific,24,-0.16,0.46,0.57,0.92
sovereign,30,-0.13,0.56,0.51,0.92
sovereignty,30,-0.13,0.56,0.53,0.91
space,9,-0.15,0.55,0.51,0.98
space-based,0,-0.11,0.56,0.51,0.99
spacecraft,0,-0.11,0.56,0.78,0.90
spaceflight,0,-0.11,0.56,0.52,0.90
space-museum,38,-0.14,0.48,0.51,0.90
space-port,38,-0.14,0.48,0.56,0.98
spaceport,38,-0.14,0.48,0.58,0.99
space-research,35,-0.17,0.47,0.56,0.92
spaceship,0,-0.11,0.56,0.68,0.95
space-system,0,-0.11,0.56,0.54,0.99
space-vehicle,0,-0.11,0.56,0.76,0.74
spaniard,34,-0.17,0.50,0.51,0.95
spanish-airline,36,-0.10,0.57,0.62,0.90
spanish-carrier,36,-0.10,0.57,0.68,0.85
spare,26,-0.14,0.56,0.57,0.87
spare-parts,35,-0.17,0.47,0.52,0.95
spark,26,-0.14,0.56,0.50,0.92
spat,7,-0.19,0.45,0.55,0.96
speak,26,-0.14,0.56,0.61,0.86
speaker,31,-0.17,0.48,0.64,0.96
spec,12,-0.15,0.52,0.55,0.94
special-charter-flight,36,-0.10,0.57,0.52,0.94
special-economic-zone,24,-0.16,0.46,0.65,0.88
special-flight,36,-0.10,0.57,0.55,1.00
specialized-vehicles,0,-0.11,0.56,0.54,0.95
special-measure,2,-0.20,0.46,0.53,0.91
special-mission,0,-0.11,0.56,0.52,0.92
special-repatriation-flight,36,-0.10,0.57,0.51,0.97
specific,21,-0.18,0.50,0.63,0.86
specific-aircraft,0,-0.11,0.56,0.61,0.87
specific-route,17,-0.17,0.48,0.50,0.96
specify,26,-0.14,0.56,0.52,0.89
spectacular,16,-0.21,0.42,0.56,0.90
spectra,12,-0.15,0.52,0.53,0.95
speculation,7,-0.19,0.45,0.54,0.93
speech,30,-0.13,0.56,0.51,0.98
spend,26,-0.14,0.56,0.55,0.88
spice-jet,36,-0.10,0.57,0.66,0.85
spicejet,36,-0.10,0.57,0.73,0.87
spike,28,-0.19,0.48,0.57,0.97
spillover,28,-0.19,0.48,0.52,0.99
spitfire,0,-0.11,0.56,0.55,0.99
sponge,12,-0.15,0.52,0.63,0.85
spooky,16,-0.21,0.42,0.51,0.91
sport,34,-0.17,0.50,0.53,0.96
spot,34,-0.17,0.50,0.62,0.98
spray,12,-0.15,0.52,0.63,0.85
spray-coating,12,-0.15,0.52,0.62,0.94
spreading-coronavirus,20,-0.14,0.55,0.60,0.89
spreading-virus,20,-0.14,0.55,0.65,0.85
spreadsheet,18,-0.20,0.45,0.50,0.90
spring,33,-0.03,0.67,0.63,0.88
spring-break,33,-0.03,0.67,0.70,0.85
spring-break-season,39,-0.17,0.41,0.61,0.98
spring-holiday,39,-0.17,0.41,0.59,0.82
spur,26,-0.14,0.56,0.60,0.89
spy-satellite,0,-0.11,0.56,0.59,0.88
squadron,0,-0.11,0.56,0.63,0.96
square-foot,27,-0.19,0.54,0.51,0.92
squeeze,26,-0.14,0.56,0.54,0.92
sri-lankan,30,-0.13,0.56,0.64,0.82
srilankan,36,-0.10,0.57,0.67,0.85
sriwijaya-air,36,-0.10,0.57,0.54,0.89
stabilisation,6,-0.14,0.54,0.56,0.95
stability,19,-0.17,0.51,0.53,0.94
stabilization,6,-0.14,0.54,0.51,0.96
stabilize,28,-0.19,0.48,0.57,1.00
stable,28,-0.19,0.48,0.57,0.95
stable-flight,0,-0.11,0.56,0.57,0.98
stadium,34,-0.17,0.50,0.63,0.93
staff-absence,20,-0.14,0.55,0.52,0.91
staffer,31,-0.17,0.48,0.67,0.97
staffing-crunch,20,-0.14,0.55,0.50,0.98
staff-member,5,-0.19,0.44,0.72,0.94
staff-shortage,20,-0.14,0.55,0.61,0.91
stage,34,-0.17,0.50,0.55,0.93
stagecoach,38,-0.14,0.48,0.57,0.99
stagger,26,-0.14,0.56,0.53,0.92
staggering,13,-0.20,0.50,0.55,0.91
stagnate,28,-0.19,0.48,0.66,0.83
stagnation,28,-0.19,0.48,0.62,0.99
stainless-steel,12,-0.15,0.52,0.66,0.86
stakeholders,19,-0.17,0.51,0.60,0.89
stalemate,7,-0.19,0.45,0.63,0.88
stall,7,-0.19,0.45,0.54,0.94
stampede,7,-0.19,0.45,0.55,0.97
stand,26,-0.14,0.56,0.57,0.88
standard,4,-0.17,0.43,0.55,0.99
standardised,21,-0.18,0.50,0.66,0.86
standardized,21,-0.18,0.50,0.61,0.88
standing,16,-0.21,0.42,0.50,0.95
standstill,7,-0.19,0.45,0.52,0.93
stanfield,38,-0.14,0.48,0.50,0.91
stansted,36,-0.10,0.57,0.67,0.94
star,34,-0.17,0.50,0.66,0.90
star-air,36,-0.10,0.57,0.64,0.85
stark,32,-0.17,0.52,0.60,0.91
starliner,0,-0.11,0.56,0.65,0.91
starring-role,34,-0.17,0.50,0.53,0.89
starting-point,23,-0.16,0.52,0.53,0.92
start-line,34,-0.17,0.50,0.52,0.94
state,29,-0.12,0.59,0.54,0.95
state-aid,2,-0.20,0.46,0.64,0.82
state-airline,36,-0.10,0.57,0.64,0.83
state-border,29,-0.12,0.59,0.60,0.93
state-of-the-art,4,-0.17,0.43,0.63,0.97
state-of-the-art-aircraft,0,-0.11,0.56,0.57,0.97
state-run-airline,36,-0.10,0.57,0.59,0.91
state-secretary,31,-0.17,0.48,0.74,0.91
state-visit,34,-0.17,0.50,0.53,0.97
static-display,0,-0.11,0.56,0.58,0.93
station,29,-0.12,0.59,0.60,0.98
statutory,2,-0.20,0.46,0.51,0.86
stay,26,-0.14,0.56,0.59,0.88
staycation,17,-0.17,0.48,0.67,0.92
staycationers,17,-0.17,0.48,0.53,0.89
staycations,17,-0.17,0.48,0.61,0.97
steady-growth,6,-0.14,0.54,0.63,0.93
steady-recovery,6,-0.14,0.54,0.74,0.83
steel,37,-0.11,0.58,0.58,0.94
steel-mill,38,-0.14,0.48,0.52,0.94
steel-plate,12,-0.15,0.52,0.68,0.81
steep,16,-0.21,0.42,0.50,1.00
steeper,28,-0.19,0.48,0.52,0.93
steer,26,-0.14,0.56,0.63,0.79
step-forward,23,-0.16,0.52,0.62,0.85
stepping-stone,23,-0.16,0.52,0.62,0.83
sterile,12,-0.15,0.52,0.52,0.92
steve,31,-0.17,0.48,0.58,0.88
stick,26,-0.14,0.56,0.70,0.78
stiffness,12,-0.15,0.52,0.60,0.88
stifle,26,-0.14,0.56,0.63,0.84
stimulate,26,-0.14,0.56,0.59,0.90
stimulus,6,-0.14,0.54,0.55,0.95
stl,15,-0.18,0.43,0.62,0.83
stobart-air,36,-0.10,0.57,0.59,0.86
stop,26,-0.14,0.56,0.63,0.88
stop-over,17,-0.17,0.48,0.62,0.93
stopover,34,-0.17,0.50,0.60,1.00
stoppage,7,-0.19,0.45,0.60,0.93
storage,37,-0.11,0.58,0.55,0.96
storage-container,12,-0.15,0.52,0.62,0.85
storm,29,-0.12,0.59,0.61,0.95
story,9,-0.15,0.55,0.54,0.97
stowage,0,-0.11,0.56,0.54,0.95
straight,34,-0.17,0.50,0.54,0.99
strain,20,-0.14,0.55,0.57,0.93
strained,32,-0.17,0.52,0.60,0.91
strand,38,-0.14,0.48,0.61,0.87
strange,32,-0.17,0.52,0.65,0.87
strap,12,-0.15,0.52,0.64,0.92
strategic,19,-0.17,0.51,0.68,0.85
strategic-advantage,23,-0.16,0.52,0.57,0.95
strategic-airlift,0,-0.11,0.56,0.60,0.94
strategically,19,-0.17,0.51,0.55,0.89
strategic-focus,19,-0.17,0.51,0.58,0.93
strategic-infrastructure,35,-0.17,0.47,0.54,0.99
strategic-partnership,19,-0.17,0.51,0.51,0.94
strategic-player,23,-0.16,0.52,0.57,0.99
strategic-priority,23,-0.16,0.52,0.70,0.79
strategic-role,23,-0.16,0.52,0.62,0.89
strategic-sector,23,-0.16,0.52,0.57,0.94
strategic-step,23,-0.16,0.52,0.61,0.85
strategy,19,-0.17,0.51,0.69,0.83
streamline,26,-0.14,0.56,0.52,0.98
street,29,-0.12,0.59,0.62,0.97
strengthen,26,-0.14,0.56,0.58,0.94
strengthening,19,-0.17,0.51,0.51,0.93
stressful,32,-0.17,0.52,0.58,0.91
stretched,16,-0.21,0.42,0.55,0.98
strict,21,-0.18,0.50,0.51,0.97
strict-quarantine,17,-0.17,0.48,0.50,0.95
strike,7,-0.19,0.45,0.57,0.96
striking,16,-0.21,0.42,0.51,0.91
string,12,-0.15,0.52,0.53,0.93
stringent,21,-0.18,0.50,0.55,0.91
stringent-lockdown,20,-0.14,0.55,0.62,0.94
strong-consumer,6,-0.14,0.54,0.54,0.93
strong-demand,6,-0.14,0.54,0.58,0.91
strong-dollar,6,-0.14,0.54,0.55,0.96
strong-driver,23,-0.16,0.52,0.66,0.83
strong-economic-growth,6,-0.14,0.54,0.73,0.82
strong-focus,19,-0.17,0.51,0.51,0.99
strong-growth,6,-0.14,0.54,0.64,0.91
strong-growth-driver,23,-0.16,0.52,0.62,0.90
strong-pick-up,6,-0.14,0.54,0.59,0.90
strong-policy,1,-0.19,0.31,0.51,0.90
strong-pricing,6,-0.14,0.54,0.57,0.88
strong-rebound,6,-0.14,0.54,0.78,0.85
strong-recovery,6,-0.14,0.54,0.80,0.83
strong-revenue,6,-0.14,0.54,0.50,0.91
strong-summer,6,-0.14,0.54,0.51,0.99
strong-supporter,23,-0.16,0.52,0.54,0.90
structural-component,12,-0.15,0.52,0.60,0.93
structure,19,-0.17,0.51,0.54,1.00
structured,21,-0.18,0.50,0.59,0.88
struggling,14,-0.13,0.58,0.65,0.84
stuart,38,-0.14,0.48,0.54,0.97
student,9,-0.15,0.55,0.61,0.92
student-pilot,0,-0.11,0.56,0.60,0.97
stuff,9,-0.15,0.55,0.59,0.90
style,12,-0.15,0.52,0.52,0.95
stylus,12,-0.15,0.52,0.58,0.95
su,31,-0.17,0.48,0.51,0.94
subang,38,-0.14,0.48,0.60,0.96
subcontractor,5,-0.19,0.44,0.53,0.98
subdue,26,-0.14,0.56,0.58,0.90
submarine,0,-0.11,0.56,0.77,0.85
submission,2,-0.20,0.46,0.51,0.97
submit,26,-0.14,0.56,0.56,0.89
sub-saharan,24,-0.16,0.46,0.62,0.91
subsegment,10,-0.19,0.51,0.55,0.91
subsequent-drop,28,-0.19,0.48,0.51,0.98
subside,28,-0.19,0.48,0.58,0.91
subsidiary-airline,36,-0.10,0.57,0.56,0.89
subsidise,26,-0.14,0.56,0.53,0.90
subsidize,26,-0.14,0.56,0.56,0.88
subsidy,2,-0.20,0.46,0.69,0.84
substantial,28,-0.19,0.48,0.59,0.86
substantial-role,23,-0.16,0.52,0.54,0.87
sub-system,4,-0.17,0.43,0.61,0.91
subsystem,4,-0.17,0.43,0.69,0.93
suburb,29,-0.12,0.59,0.52,0.99
suburban,38,-0.14,0.48,0.53,0.95
succeed,26,-0.14,0.56,0.71,0.79
successful,21,-0.18,0.50,0.58,0.94
succumb,26,-0.14,0.56,0.61,0.85
sudden-collapse,7,-0.19,0.45,0.57,0.93
sudden-lockdown,7,-0.19,0.45,0.53,0.99
sudden-outbreak,20,-0.14,0.55,0.54,0.95
sudden-stop,7,-0.19,0.45,0.53,0.93
sue,26,-0.14,0.56,0.58,0.87
sufficient,14,-0.13,0.58,0.64,0.93
suggested,32,-0.17,0.52,0.52,0.90
suitable,21,-0.18,0.50,0.66,0.84
suitcase,9,-0.15,0.55,0.62,0.94
suite,27,-0.19,0.54,0.52,0.91
sukhoi-superjet,36,-0.10,0.57,0.60,0.92
sullivan,31,-0.17,0.48,0.53,0.95
sultanate,24,-0.16,0.46,0.72,0.81
sum,2,-0.20,0.46,0.51,0.91
summer,33,-0.03,0.67,0.75,0.83
summer-break,33,-0.03,0.67,0.72,0.82
summer-destination,17,-0.17,0.48,0.53,0.91
summer-flight-schedule,36,-0.10,0.57,0.63,0.86
summer-getaway,17,-0.17,0.48,0.53,0.95
summer-holiday,33,-0.03,0.67,0.63,0.96
summer-holiday-period,33,-0.03,0.67,0.77,0.77
summer-holidays,33,-0.03,0.67,0.82,0.73
summer-holiday-season,33,-0.03,0.67,0.77,0.74
summer-month,39,-0.17,0.41,0.53,0.87
summer-months,33,-0.03,0.67,0.82,0.69
summer-of-discontent,7,-0.19,0.45,0.58,0.98
summer-peak,33,-0.03,0.67,0.59,0.97
summer-peak-season,39,-0.17,0.41,0.63,0.81
summer-period,33,-0.03,0.67,0.84,0.66
summer-quarter,39,-0.17,0.41,0.53,0.95
summer-rush,39,-0.17,0.41,0.51,0.88
summer-schedule,36,-0.10,0.57,0.61,0.96
summer-season,33,-0.03,0.67,0.89,0.59
summer-semester,39,-0.17,0.41,0.54,0.93
summer-time,33,-0.03,0.67,0.68,0.93
summertime,33,-0.03,0.67,0.67,0.87
summer-travel,17,-0.17,0.48,0.56,0.94
summer-travel-season,33,-0.03,0.67,0.74,0.77
summer-trip,17,-0.17,0.48,0.56,0.94
summer-vacation,33,-0.03,0.67,0.69,0.89
summer-vacation-period,39,-0.17,0.41,0.70,0.77
summer-vacation-season,33,-0.03,0.67,0.73,0.79
summit,30,-0.13,0.56,0.52,0.97
sun,9,-0.15,0.55,0.58,0.99
sunset,34,-0.17,0.50,0.57,0.92
sunshine,34,-0.17,0.50,0.50,0.96
sunwing,36,-0.10,0.57,0.64,0.88
superalloys-market,10,-0.19,0.51,0.60,0.95
supercapacitor,12,-0.15,0.52,0.59,0.97
superfan,5,-0.19,0.44,0.54,0.93
super-hornet,0,-0.11,0.56,0.72,0.86
superjet,36,-0.10,0.57,0.63,0.97
supermarket,9,-0.15,0.55,0.55,0.96
supersonic,0,-0.11,0.56,0.68,0.85
supersonic-aircraft,0,-0.11,0.56,0.67,0.86
supersonic-flight,0,-0.11,0.56,0.63,0.88
supply-chain,19,-0.17,0.51,0.64,0.93
supply-chain-congestion,20,-0.14,0.55,0.54,0.99
supply-chain-crunch,20,-0.14,0.55,0.59,0.94
supply-chain-diversification,6,-0.14,0.54,0.53,0.98
supply-chain-logistics,35,-0.17,0.47,0.63,0.87
supply-chain-management,35,-0.17,0.47,0.67,0.97
supply-chain-optimization,35,-0.17,0.47,0.54,0.97
supply-line,12,-0.15,0.52,0.55,0.92
support,26,-0.14,0.56,0.56,0.96
support-equipment,0,-0.11,0.56,0.53,0.96
supporter,5,-0.19,0.44,0.56,0.99
supportive,32,-0.17,0.52,0.53,0.98
suppress,26,-0.14,0.56,0.64,0.84
suppressed,32,-0.17,0.52,0.55,0.97
surcharge,2,-0.20,0.46,0.60,0.88
sure,14,-0.13,0.58,0.51,0.96
surface,12,-0.15,0.52,0.72,0.89
surface-transport,35,-0.17,0.47,0.50,0.96
surge,28,-0.19,0.48,0.56,0.99
surgeon,5,-0.19,0.44,0.54,0.97
surging,28,-0.19,0.48,0.55,0.95
surplus,13,-0.20,0.50,0.55,0.95
surprising,32,-0.17,0.52,0.67,0.83
surrey,38,-0.14,0.48,0.67,0.83
surrounding-region,24,-0.16,0.46,0.64,0.89
survivability,0,-0.11,0.56,0.51,0.96
survive,26,-0.14,0.56,0.67,0.82
survivor,5,-0.19,0.44,0.62,0.96
suspend,26,-0.14,0.56,0.56,0.91
suspicious,32,-0.17,0.52,0.59,0.87
sustain,26,-0.14,0.56,0.64,0.86
sustainability,19,-0.17,0.51,0.79,0.79
sustainability-market,10,-0.19,0.51,0.59,0.83
sustainable,19,-0.17,0.51,0.64,0.95
sustainable-aviation,37,-0.11,0.58,0.51,0.96
sustainable-aviation-fuel,37,-0.11,0.58,0.64,0.89
sustainable-aviation-fuels,37,-0.11,0.58,0.69,0.83
sustainable-business,19,-0.17,0.51,0.59,0.90
sustainable-development,19,-0.17,0.51,0.64,0.88
sustainable-energy,37,-0.11,0.58,0.62,0.95
sustainable-fuel,37,-0.11,0.58,0.69,0.83
sustainable-future,19,-0.17,0.51,0.53,0.96
sustainable-industry,19,-0.17,0.51,0.52,0.99
sustainable-infrastructure,19,-0.17,0.51,0.58,0.95
sustainable-shipping,37,-0.11,0.58,0.56,0.96
sustainable-society,19,-0.17,0.51,0.52,0.95
sustainable-transport,37,-0.11,0.58,0.58,0.95
sustainably,37,-0.11,0.58,0.53,0.98
sustained-flight,0,-0.11,0.56,0.51,0.96
sustained-rebound,6,-0.14,0.54,0.60,0.90
suv,9,-0.15,0.55,0.59,0.98
suvarnabhumi,38,-0.14,0.48,0.56,0.93
sweat,12,-0.15,0.52,0.55,0.90
swedish,30,-0.13,0.56,0.54,0.97
sweep,26,-0.14,0.56,0.52,0.97
swell,28,-0.19,0.48,0.57,0.88
swimmer,34,-0.17,0.50,0.60,0.95
swiss,15,-0.18,0.43,0.54,0.95
swiss-air,36,-0.10,0.57,0.54,0.88
swiss-worldcargo,22,0.37,0.21,0.55,0.75
switch,26,-0.14,0.56,0.58,0.87
sympathetic,32,-0.17,0.52,0.64,0.85
synchronisation,4,-0.17,0.43,0.58,0.87
synchronize,26,-0.14,0.56,0.57,0.91
synchronized,21,-0.18,0.50,0.53,0.94
synergy,19,-0.17,0.51,0.62,0.86
synthetic-fuel,37,-0.11,0.58,0.60,0.94
syringe,12,-0.15,0.52,0.55,0.92
system,18,-0.20,0.45,0.57,0.96
system-level,4,-0.17,0.43,0.54,0.91
systems,19,-0.17,0.51,0.60,0.92
systems-engineering,35,-0.17,0.47,0.51,0.95
systems-integration,35,-0.17,0.47,0.52,0.92
systems-market,10,-0.19,0.51,0.60,0.87
system-technology,4,-0.17,0.43,0.59,0.92
t-7a,0,-0.11,0.56,0.60,0.89
taag,36,-0.10,0.57,0.66,0.83
taba,38,-0.14,0.48,0.53,0.90
tackle,26,-0.14,0.56,0.60,0.84
tactical-system,0,-0.11,0.56,0.56,0.98
tahiti,38,-0.14,0.48,0.58,0.97
tail,12,-0.15,0.52,0.60,0.95
tailor,26,-0.14,0.56,0.60,0.83
tailpipe,12,-0.15,0.52,0.51,0.92
tailwind,6,-0.14,0.54,0.57,0.97
taiwanese,30,-0.13,0.56,0.63,0.84
tajik,30,-0.13,0.56,0.69,0.83
take,26,-0.14,0.56,0.69,0.82
take-off,0,-0.11,0.56,0.66,0.90
takeoff,0,-0.11,0.56,0.62,0.92
take-up,6,-0.14,0.54,0.54,0.94
talent,19,-0.17,0.51,0.64,0.84
talent-development,19,-0.17,0.51,0.65,0.85
talent-pool,19,-0.17,0.51,0.54,0.89
taliban,30,-0.13,0.56,0.66,0.92
taliban-takeover,20,-0.14,0.55,0.55,0.97
tamale,38,-0.14,0.48,0.54,0.97
tame,26,-0.14,0.56,0.52,0.95
tan,31,-0.17,0.48,0.57,0.86
tánaiste,31,-0.17,0.48,0.57,0.93
